"","Farm.ID","AMP","MERO","CIP","AZI","AMI","GEN","TGC","TAZ","FOT","CHL","COL","NAL","TET","TMP","SMX","WM.group","OLS.group","IAC.group","HSC.group","MY","SCC","CBC","DIA"
"122","31",">32","<=0.03","<=0.015","8","<=4","<=0.5","0.5","<=0.25","<=0.25","<=8","<=1","<=4",">32",">16",">512","1","0","1","1","10500","132","1","1"
"123","31","4","<=0.03","<=0.015","8","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4","4","0.5","16","1","0","1","1","10500","132","1","1"
"124","31",">32","<=0.03","<=0.015","4","<=4","1","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4",">32","0.5",">512","1","0","1","1","10500","132","1","1"
"125","32","4","<=0.03","<=0.015","8","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4",">32","0.5","<=8","2","1","NA","0","5000","140","NA","3"
"126","32","4","<=0.03","<=0.015","8","<=4","<=0.5","<=0.25","<=0.25","<=0.25",">64","<=1","<=4",">32","0.5",">512","2","1","NA","0","5000","140","NA","3"
"127","32","4","<=0.03","<=0.015","8","<=4","<=0.5","<=0.25","<=0.25","<=0.25",">64","<=1","<=4",">32","0.5",">512","2","1","NA","0","5000","140","NA","3"
"128","32","4","<=0.03","0.03","8","<=4","<=0.5","<=0.25","<=0.25","<=0.25",">64","<=1","<=4",">32","0.5",">512","2","1","NA","0","5000","140","NA","3"
"129","33","4","<=0.03","<=0.015","8","<=4","<=0.5","0.5","<=0.25","<=0.25","<=8","<=1","<=4","<=2","0.5","16","1","0","0","0","8500","98","121","4"
"130","33","8","<=0.03","<=0.015","8","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4","<=2","0.5","16","1","0","0","0","8500","98","121","4"
"131","33","4","<=0.03","<=0.015","8","<=4","<=0.5","<=0.25","<=0.25","<=0.25","16","<=1","<=4","<=2","0.5","512","1","0","0","0","8500","98","121","4"
"132","33","4","<=0.03","<=0.015","8","<=4","1","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4","<=2","0.5","16","1","0","0","0","8500","98","121","4"
"133","34","8","<=0.03","<=0.015","8","<=4","<=0.5","<=0.25","<=0.25","<=0.25","16","<=1","<=4","<=2","0.5","16","1","0","NA","3","8500","119","NA","2"
"134","34","4","<=0.03","<=0.015","4","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4",">32","0.5",">512","1","0","NA","3","8500","119","NA","2"
"135","34","4","<=0.03","<=0.015","4","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4",">32","<=0.25",">512","1","0","NA","3","8500","119","NA","2"
"136","34","4","<=0.03","<=0.015","4","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4",">32","0.5",">512","1","0","NA","3","8500","119","NA","2"
"137","35","4","<=0.03","<=0.015","8","<=4","1","<=0.25","<=0.25","<=0.25","16","<=1","<=4","<=2","0.5","<=8","2","0","0","1","9000","75","1","4"
"138","35","4","<=0.03","<=0.015","8","<=4","1","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4","<=2","0.5","<=8","2","0","0","1","9000","75","1","4"
"139","35","4","<=0.03","<=0.015","4","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4","<=2","0.5","32","2","0","0","1","9000","75","1","4"
"140","35","4","<=0.03","<=0.015","4","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4","<=2","<=0.25","16","2","0","0","1","9000","75","1","4"
"141","36","4","<=0.03","<=0.015","8","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4","<=2","<=0.25","<=8","1","0","NA","0","9000","235","NA","4"
"142","36","4","<=0.03","<=0.015","8","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4","<=2","0.5","<=8","1","0","NA","0","9000","235","NA","4"
"143","36","4","<=0.03","<=0.015","8","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4","<=2","0.5","<=8","1","0","NA","0","9000","235","NA","4"
"144","36","4","<=0.03","<=0.015","8","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4","<=2","0.5","64","1","0","NA","0","9000","235","NA","4"
"145","37","4","<=0.03","<=0.015","8","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4","<=2","0.5","16","1","0","1","2","9000","112","1","3"
"146","37","4","<=0.03","0.03","8","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4","<=2","0.5","32","1","0","1","2","9000","112","1","3"
"147","37",">32","<=0.03","8","8","<=4","16","<=0.25","<=0.25","<=0.25",">64","<=1",">64",">32",">16",">512","1","0","1","2","9000","112","1","3"
"148","37",">32","<=0.03","<=0.015","8","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4",">32",">16",">512","1","0","1","2","9000","112","1","3"
"149","38","4","<=0.03","<=0.015","8","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4","<=2",">16",">512","2","1","NA","0","7500","43","NA","2"
"150","38","8","<=0.03","<=0.015","8","<=4","<=0.5","<=0.25","<=0.25","<=0.25","16","<=1","<=4","4",">16",">512","2","1","NA","0","7500","43","NA","2"
"151","38","4","<=0.03","<=0.015","8","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4","<=2","0.5","<=8","2","1","NA","0","7500","43","NA","2"
"152","38","2","<=0.03","<=0.015","4","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4","<=2","0.5","16","2","1","NA","0","7500","43","NA","2"
"153","39",">32","<=0.03","<=0.015","8","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4","<=2",">16",">512","2","0","1","4","9500","NA","1","3"
"154","39",">32","<=0.03","<=0.015","4","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4",">32","1",">512","2","0","1","4","9500","NA","1","3"
"155","39","2","<=0.03","<=0.015","8","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4","<=2","0.5","32","2","0","1","4","9500","NA","1","3"
"156","39","4","<=0.03","<=0.015","8","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4","<=2","1","32","2","0","1","4","9500","NA","1","3"
"157","40",">32","<=0.03","<=0.015","4","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4",">32","0.5",">512","2","1","0","0","9000","88","7","2"
"158","40",">32","<=0.03","<=0.015","8","<=4","<=0.5","0.5","<=0.25","<=0.25","<=8","<=1","<=4",">32",">16",">512","2","1","0","0","9000","88","7","2"
"159","40","4","<=0.03","<=0.015","8","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4","<=2","0.5","<=8","2","1","0","0","9000","88","7","2"
"160","40",">32","<=0.03","<=0.015","8","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4",">32",">16",">512","2","1","0","0","9000","88","7","2"
"161","41",">32","<=0.03",">8","4","<=4","16","<=0.25","<=0.25","<=0.25",">64","<=1",">64",">32",">16",">512","2","0","1","2","8900","129","1","1"
"162","41","4","<=0.03","<=0.015","4","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4","<=2","0.5","16","2","0","1","2","8900","129","1","1"
"163","41",">32","<=0.03","0.03","8","<=4","1","0.5","<=0.25","<=0.25","<=8","<=1","<=4",">32",">16",">512","2","0","1","2","8900","129","1","1"
"164","41",">32","<=0.03","<=0.015","4","<=4","<=0.5","<=0.25","<=0.25","<=0.25",">64","<=1","<=4",">32","0.5",">512","2","0","1","2","8900","129","1","1"
"165","42",">32","<=0.03","<=0.015","4","<=4","8","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4",">32","0.5",">512","2","1","1","0","9500","148","2","0"
"166","42",">32","<=0.03","<=0.015","4","<=4","8","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4",">32","0.5",">512","2","1","1","0","9500","148","2","0"
"167","42",">32","<=0.03","0.25","8","<=4","1","<=0.25","<=0.25","<=0.25","64","<=1","8",">32",">16",">512","2","1","1","0","9500","148","2","0"
"168","42","4","<=0.03","<=0.015","4","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4","<=2","0.5","16","2","1","1","0","9500","148","2","0"
"169","43","2","<=0.03","<=0.015","8","<=4","1","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4","<=2","0.5","16","2","0","0","0","8000","76","1","0"
"170","43",">32","<=0.03","<=0.015","8","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4",">32",">16",">512","2","0","0","0","8000","76","1","0"
"171","43","2","<=0.03","<=0.015","<=2","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4","<=2","0.5","<=8","2","0","0","0","8000","76","1","0"
"172","43","4","<=0.03","<=0.015","4","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4","<=2","<=0.25","<=8","2","0","0","0","8000","76","1","0"
"173","44","8","<=0.03","<=0.015","8","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4",">32",">16",">512","1","1","NA","1","8000","NA","NA","2"
"174","44","4","<=0.03","<=0.015","8","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4",">32","0.5",">512","1","1","NA","1","8000","NA","NA","2"
"175","44","4","<=0.03","<=0.015","4","<=4","1","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4",">32","0.5",">512","1","1","NA","1","8000","NA","NA","2"
"176","44","4","<=0.03","<=0.015","8","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4",">32",">16",">512","1","1","NA","1","8000","NA","NA","2"
"177","45",">32","<=0.03","<=0.015","4","<=4","<=0.5","<=0.25","<=0.25","<=0.25","64","<=1","<=4",">32","0.5",">512","2","0","1","0","7200","217","1","3"
"178","45",">32","<=0.03","<=0.015","16","<=4","8","<=0.25","<=0.25","<=0.25",">64","<=1","<=4",">32","0.5",">512","2","0","1","0","7200","217","1","3"
"179","45",">32","<=0.03","<=0.015","4","<=4","<=0.5","<=0.25","<=0.25","<=0.25",">64","<=1","<=4",">32","0.5",">512","2","0","1","0","7200","217","1","3"
"180","45",">32","<=0.03","<=0.015","4","<=4","<=0.5","<=0.25","<=0.25","<=0.25","64","<=1","<=4",">32","0.5",">512","2","0","1","0","7200","217","1","3"
"181","46","4","<=0.03","<=0.015","8","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4","<=2","0.5","<=8","2","0","1","2","7300","398","1","0"
"182","46","4","<=0.03","<=0.015","4","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4","<=2","<=0.25","<=8","2","0","1","2","7300","398","1","0"
"183","46","2","<=0.03","<=0.015","8","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4","<=2","<=0.25","<=8","2","0","1","2","7300","398","1","0"
"184","46","4","<=0.03","<=0.015","8","<=4","1","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4","<=2","0.5","<=8","2","0","1","2","7300","398","1","0"
"185","47","4","<=0.03","<=0.015","8","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4","<=2",">16",">512","2","1","NA","0","9000","93","NA","0"
"186","47","4","<=0.03","<=0.015","4","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4","<=2",">16",">512","2","1","NA","0","9000","93","NA","0"
"187","47","4","<=0.03","<=0.015","4","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4","<=2","0.5","<=8","2","1","NA","0","9000","93","NA","0"
"188","47","4","<=0.03","<=0.015","8","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4","<=2",">16",">512","2","1","NA","0","9000","93","NA","0"
"189","48","2","<=0.03","<=0.015","8","<=4","1","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4","<=2","0.5","16","2","0","1","2","9000","NA","1","1"
"190","48","4","<=0.03","<=0.015","8","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4","<=2","0.5","<=8","2","0","1","2","9000","NA","1","1"
"191","48","2","<=0.03","<=0.015","8","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4","<=2","0.5","16","2","0","1","2","9000","NA","1","1"
"192","48","2","<=0.03","<=0.015","8","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4","8","0.5","32","2","0","1","2","9000","NA","1","1"
"193","49",">32","<=0.03","<=0.015",">64","<=4","<=0.5","<=0.25","<=0.25","<=0.25",">64","<=1","<=4",">32",">16",">512","2","1","NA","0","9000","196","NA","3"
"194","49","2","<=0.03","<=0.015","8","<=4","1","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4","<=2","<=0.25","<=8","2","1","NA","0","9000","196","NA","3"
"195","49",">32","<=0.03","<=0.015","4","<=4","<=0.5","<=0.25","<=0.25","<=0.25",">64","<=1","<=4",">32","<=0.25",">512","2","1","NA","0","9000","196","NA","3"
"196","49",">32","<=0.03","<=0.015","8","<=4","<=0.5","<=0.25","<=0.25","<=0.25",">64","<=1","<=4",">32","<=0.25",">512","2","1","NA","0","9000","196","NA","3"
"197","50","4","<=0.03","<=0.015","8","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4","<=2","0.5","16","1","0","1","4","11000","128","2","0"
"198","50","2","<=0.03","<=0.015","8","<=4","1","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4","4","<=0.25","<=8","1","0","1","4","11000","128","2","0"
"199","50","2","<=0.03","<=0.015","8","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4","<=2","0.5","32","1","0","1","4","11000","128","2","0"
"200","50","8","<=0.03","<=0.015","8","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4","<=2","0.5","16","1","0","1","4","11000","128","2","0"
"201","51",">32","<=0.03",">8","16","<=4","<=0.5","<=0.25","<=0.25","<=0.25",">64","<=1",">64",">32",">16",">512","2","1","0","4","7200","122","7","3"
"202","51","2","<=0.03","<=0.015","8","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4","<=2","0.5","16","2","1","0","4","7200","122","7","3"
"203","51",">32","<=0.03","<=0.015","8","<=4","<=0.5","0.5","<=0.25","<=0.25","<=8","<=1","<=4",">32",">16",">512","2","1","0","4","7200","122","7","3"
"204","51",">32","<=0.03","<=0.015","8","<=4","<=0.5","0.5","<=0.25","<=0.25","<=8","<=1","<=4",">32",">16",">512","2","1","0","4","7200","122","7","3"
"205","52",">32","<=0.03","8","8","<=4","<=0.5","<=0.25","1",">4",">64","<=1",">64",">32",">16",">512","2","1","0","0","9500","158","30","4"
"206","52",">32","<=0.03","8","8","<=4","<=0.5","<=0.25","1",">4",">64","<=1",">64",">32",">16",">512","2","1","0","0","9500","158","30","4"
"207","52",">32","<=0.03","<=0.015","4","<=4","16","<=0.25","<=0.25","<=0.25",">64","<=1","<=4",">32",">16",">512","2","1","0","0","9500","158","30","4"
"208","52",">32","<=0.03","8","8","<=4","<=0.5","<=0.25","1",">4",">64","<=1",">64",">32",">16",">512","2","1","0","0","9500","158","30","4"
"209","53","4","<=0.03","<=0.015","8","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4","<=2","0.5","16","2","0","NA","4","6800","76","NA","1"
"210","53","2","<=0.03","<=0.015","8","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4","<=2","0.5","<=8","2","0","NA","4","6800","76","NA","1"
"211","53","4","<=0.03","<=0.015","8","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4","<=2","0.5","16","2","0","NA","4","6800","76","NA","1"
"212","53","4","<=0.03","<=0.015","8","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4","<=2","<=0.25","<=8","2","0","NA","4","6800","76","NA","1"
"213","54","2","<=0.03","<=0.015","8","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4","4","2","16","2","1","1","0","7000","152","1","2"
"214","54","4","<=0.03","<=0.015","8","<=4","<=0.5","<=0.25","<=0.25","<=0.25",">64","<=1","<=4",">32","0.5",">512","2","1","1","0","7000","152","1","2"
"215","54",">32","<=0.03","<=0.015","8","<=4","<=0.5","<=0.25","<=0.25","<=0.25",">64","<=1","<=4",">32","0.5",">512","2","1","1","0","7000","152","1","2"
"216","54",">32","<=0.03","<=0.015","8","<=4","<=0.5","<=0.25","<=0.25","<=0.25",">64","<=1","<=4",">32","<=0.25",">512","2","1","1","0","7000","152","1","2"
"217","55","4","<=0.03","<=0.015","4","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4",">32","0.5",">512","1","1","1","5","7066","293","2","1"
"218","55","2","<=0.03","<=0.015","4","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4",">32","0.5",">512","1","1","1","5","7066","293","2","1"
"219","55","2","<=0.03","<=0.015","8","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4","<=2","0.5","<=8","1","1","1","5","7066","293","2","1"
"220","55","2","<=0.03","<=0.015","8","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4","<=2","0.5","16","1","1","1","5","7066","293","2","1"
"221","56","2","<=0.03","<=0.015","4","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4","<=2","0.5","16","1","0","1","3","7000","64","14","0"
"222","56","2","<=0.03","<=0.015","4","<=4","1","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4","<=2","0.5","16","1","0","1","3","7000","64","14","0"
"223","56","2","<=0.03","<=0.015","8","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4","<=2","<=0.25","<=8","1","0","1","3","7000","64","14","0"
"224","56","4","<=0.03","<=0.015","4","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4","<=2","0.5","<=8","1","0","1","3","7000","64","14","0"
"225","57","4","<=0.03","<=0.015","4","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4","<=2","0.5","16","2","1","NA","1","8500","162","NA","3"
"226","57","2","<=0.03","<=0.015","8","<=4","<=0.5","<=0.25","<=0.25","<=0.25","16","<=1","<=4","<=2","0.5","16","2","1","NA","1","8500","162","NA","3"
"227","57","4","<=0.03","<=0.015","4","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4","<=2","<=0.25","<=8","2","1","NA","1","8500","162","NA","3"
"228","57","4","<=0.03","<=0.015","4","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4","<=2","<=0.25","<=8","2","1","NA","1","8500","162","NA","3"
"229","58","2","<=0.03","<=0.015","8","<=4","2","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4","<=2","<=0.25","<=8","2","1","NA","0","8000","NA","NA","1"
"230","58","2","<=0.03","<=0.015","8","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4","<=2","<=0.25","<=8","2","1","NA","0","8000","NA","NA","1"
"231","58","2","<=0.03","<=0.015","8","<=4","1","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4","<=2","<=0.25","<=8","2","1","NA","0","8000","NA","NA","1"
"232","58","2","<=0.03","<=0.015","8","<=4","1","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4","<=2","<=0.25","<=8","2","1","NA","0","8000","NA","NA","1"
"233","59",">32","<=0.03","<=0.015","8","<=4","<=0.5","0.5","0.5","<=0.25","<=8","<=1","<=4","<=2",">16",">512","2","1","0","4","10000","71","4","1"
"234","59","4","<=0.03","<=0.015","16","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4",">32",">16",">512","2","1","0","4","10000","71","4","1"
"235","59",">32","<=0.03","<=0.015","8","<=4","<=0.5","<=0.25","<=0.25","<=0.25","<=8","<=1","<=4","4",">16",">512","2","1","0","4","10000","71","4","1"
"236","59","2","<=0.03","<=0.015","<=2","<=4","<=0.5","<=0.25","<=0.25","<=0.25",">64","<=1","<=4",">32","<=0.25","16","2","1","0","4","10000","71","4","1"
"237","60",">32","<=0.03","<=0.015","4","<=4","1","<=0.25","<=0.25","<=0.25",">64","<=1","<=4",">32","0.5",">512","1","1","NA","5","8500","60","NA","3"
"238","60",">32","<=0.03","<=0.015","4","<=4","<=0.5","<=0.25","<=0.25","<=0.25",">64","<=1","<=4",">32","<=0.25",">512","1","1","NA","5","8500","60","NA","3"
"239","60",">32","<=0.03","<=0.015","4","<=4","1","<=0.25","<=0.25","<=0.25",">64","<=1","<=4",">32","<=0.25",">512","1","1","NA","5","8500","60","NA","3"
"240","60",">32","<=0.03","0.03","4","<=4","<=0.5","<=0.25","<=0.25","<=0.25",">64","<=1","<=4",">32","0.5",">512","1","1","NA","5","8500","60","NA","3"
